compound,score
COc1ccc(-c2nnn(CCC(=O)O)n2)cc1,0
CCN1C(=O)C(CC(=O)NCc2ccc(Cl)cc2)N(CC)C1=O,0
O=C(c1ccc2c(c1)OCO2)N1CCN(c2ccc(Cl)cc2)CC1,1
CCOC(=O)N1CCC(Nc2c(NCCCN(CC)CC)c(=O)c2=O)CC1,0
N#Cc1ccccc1CN1C(=O)SC(=Cc2cccn2-c2cccc(C(=O)O)c2)C1=O,1
CCCCS(=O)Cc1ccccc1,0
COc1ccccc1OCC(O)CO,0
COCCCNC(=O)CN1CCN(Cc2ccccc2Cl)C1=O,0
O=[N+]([O-])c1ccc(S(=O)(=O)Cc2ccccc2)c([N+](=O)[O-])c1,1
Cc1cc(NC(=O)CSc2nnc(CNc3ccc(F)cc3)n2C2CCCCC2)no1,0
CNCCCC12CCC(c3ccccc31)c1ccccc12,0
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,1
CC1(C)C(c2cccs2)=[N+]([O-])C2(CCCCCC2=NNC(N)=O)N1O,0
C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21,0
Cc1nnc(Nc2ccc(Cl)cc2)n(N)c1=O,0
O=C(C=Cc1cccc(Cl)c1)Nc1ccncc1,1
O=C(c1ccc(Cl)cc1)N1CCC(O)(CSc2ccc(Cl)cc2Cl)CC1,0
O=C(O)C1CCCN(C(=O)NCc2ccccc2)C1,0
COC(=O)CCC(=O)NNC(=O)c1ccc(Br)cc1,0
CCOC(=O)c1nnn(-c2nonc2N)c1CSc1ccc(C)cc1,1
CCc1nnc(NC(=O)CN2CCN(C3CCCCC3)CC2)s1,0
COc1cccc2c1N1C(=O)c3c(C(=O)O)cccc3C1CC2(C)C,0
CCOc1cccc(=O)c2c(C)n(CC3CCCO3)c(C)c12,1
COc1ccc(N2C(=O)c3ccccc3NC23CCC(C)CC3)cc1,0
Cc1ccc(S(=O)(=O)Nc2cc(C(=O)O)ccc2N2CCCCC2)cc1,0
C=CCn1c(SCC)nc(O)cc1=O,0
COc1ccc(C(=O)c2oc3ccc(Br)cc3c2NC(C)=O)cc1,0
CN(C)C(=O)c1ccc(-c2cncnc2NCCc2cnc[nH]2)cc1,1
O=C(Cn1c(=O)oc2cc(S(=O)(=O)NCc3ccccc3)ccc21)NCc1ccco1,0
CNc1cc(CSC)nc(SCc2ccc(Cl)cc2Cl)n1,0
CCn1c2c(c3cc(Br)ccc31)CCCC2=NO,0
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCC#N)c2n1,0
CN(C(=S)Nc1ccc(F)cc1)C1(c2ccccc2Cl)CCCCC1=O,1
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0
CCOC(=O)c1cnc2c(Cl)cc(Cl)cc2c1NCCOCCO,0
CN1CCN(c2ccnc(-c3ccoc3)n2)CC1,0
COC(=O)c1ccccc1NC(=O)c1cc2n(n1)C(C(F)F)CC(C(F)F)N2,0
O=C(O)CCc1ccc(S(=O)(=O)NCCc2ccccc2)cc1,0
Cc1cc(C)c(C#N)c(SCC(O)CS(=O)(=O)Cc2ccccc2)n1,1
O=C(CSc1nc(-c2ccco2)cc(C(F)(F)F)n1)NC1CCCC1,1
CCc1nnc(N2C(=O)c3cccc4cccc(c34)C2=O)s1,0
Cc1cc2cc(C(c3nnnn3Cc3ccco3)N3CCCCC3)c(O)nc2cc1C,0
Cn1c(S)nc2ccccc21,0
O=S(=O)(N=C(Sc1ccccc1)c1ccccc1)c1ccc(Cl)cc1,1
CC(N)CN1CCc2ccc(Br)cc21,0
CC(C)(C)OC(=O)NC(CCN=CC1=C(O)OC(C)(C)OC1=O)C(=O)O,0
O=C(Nc1ccccc1)C(Cc1ccccc1)NC(=O)C12CC3CC(CC(C3)C1)C2,0
CCc1ccc(Nc2ncc3c(n2)CC(c2ccco2)CC3=O)cc1,0
CN1C(=O)c2ccccc2C(C(=O)O)C1c1cn(C)c2ccccc12,0
CCC(=O)NC=Cn1cnc2cc(C(F)(F)F)ccc21,1
CS(=O)(=O)N(CC(=O)NN=Cc1cc([N+](=O)[O-])ccc1Cl)c1ccccc1,0
CCCCCCOc1ccc(N2C(=O)CC(SC(=N)NN=C(C)c3cccs3)C2=O)cc1,0
O=C(OCc1c(Cl)cccc1Cl)c1cccnc1,1
O=P(CCNCc1ccco1)(c1ccccc1)c1ccccc1,0
CC(C)(C)P(=O)(CO)c1ccccc1,0
Cc1cccc2c(=O)cc(C)n(CC(=O)N3CCCCC3)c12,1
O=C(NCC(=O)N(CC1CCCO1)C(C(=O)NC1CCCC1)c1cccnc1)c1ccco1,0
CCCC(=O)Nc1ccc2c(c1)C(=O)NC2=O,0
CN1Cc2ccccc2C2c3cccc4[nH]cc(c34)CC21,0
Cc1c(C(=O)N2CCC(C(N)=O)CC2)sc(N)c1C#N,0
O=C(O)c1cccc(CSc2nnc(Cc3ccccc3)o2)c1,0
CN1CCC2(CC1)CCN(C(=O)Oc1ccccc1)CC2,0
O=C(NN=C(c1ccccc1)c1cccnc1)C(O)(c1ccccc1)c1ccccc1,0
c1ccc2c(C3CCN(CCN4CCOCC4)C3)c[nH]c2c1,0
O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccccc1,1
CC(c1ccccc1)N1C(=O)CC(Sc2ncccc2C(=O)O)C1=O,0
c1ccc(-c2ccc(-c3nc(-c4ccncc4)no3)cc2)cc1,1
O=C(CN1C(=O)c2ccccc2S1(=O)=O)NCc1cccnc1,0
CCCCn1c(SCc2cc(=O)n3ccsc3n2)nc2cc(C(=O)OC)ccc2c1=O,0
COc1ccc2c(c1[N+](=O)[O-])CCCC2=NOC(=O)c1ccccc1SC,1
O=C(Nc1ccccc1C(F)(F)F)N1CCC(N2CCCCC2)CC1,0
BrC(=NNc1nn[nH]n1)c1ccncc1,0
O=C(Nc1c(F)cc(F)cc1Br)c1cc(-c2ccco2)on1,0
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,0
CC(C)OC(=O)c1cc(NC(=O)C2C3CCC(O3)C2C(=O)O)cc(C(=O)OC(C)C)c1,1
ON=C1CCCCc2ccccc21,0
COc1ccc(CCNC(=O)CSc2nc3ccccc3o2)cc1OC,1
CCOC(=O)c1cc2c(n(-c3ccccc3)c1=O)CC(C)(C)CC2=O,0
COc1cccc(Cn2c(=O)c(-c3cccs3)nc3cnc(Nc4cccc(OC)c4)nc32)c1,0
COc1ccc(C(=O)c2sc3nc(-c4ccccc4)ccc3c2N)cc1OC,0
CSc1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)n1,0
CC(C)c1nnc(NC(=O)CCC(=O)NCC2CCCO2)s1,0
Oc1nc2ccc(Cl)cc2c(-c2ccccc2)c1SC(=S)N1CCCCC1,0
CCNCCC1(CC)C(=O)NC(=O)NC1=O,0
Cc1cccc(OCC(=O)Nc2cccc(O)c2)c1,1
CCC(=O)Nc1cc(-c2nn(C)c(=O)c3ccccc23)ccc1N1CCCCC1,1
Cc1nnc(SCC(=O)NC2CC2)n1CCc1ccccc1,0
C=CCSc1nnc(-c2c[nH]c3ccccc23)n1CC,1
COc1ccc(C(=O)c2c(C(F)(F)F)oc3c2C(=O)c2ccccc2C3=O)cc1,1
COc1ccccc1OCC(=O)O,0
COc1ccc(C(=O)NC2CCCCCC2)cc1S(=O)(=O)Nc1ccc(Br)cc1,0
Cc1cc2ncn(C(=O)N3CCOCC3)c2cc1C,0
CC1=CC(C)(C)Nc2ccc(OC(=O)c3ccco3)cc21,1
CC(NC(=O)c1ccccc1Cl)C(=O)O,0
Cc1cc(S(=O)(=O)Nc2ccc3ccccc3c2)c(C)s1,1
Cc1cc(C)c(C=NNC(N)=O)c(C)c1C=NNC(N)=O,0
Cn1c(=O)c2[nH]c(CCNC(=O)c3ccccc3)nc2n(C)c1=O,0
O=C(NCCCc1ccccc1)c1ccncc1,1
Cc1cc(=O)c2c(O)c(O)ccc2o1,0
NC(=O)c1c(NC(NC(=O)c2ccco2)C(=O)c2ccc(Cl)cc2)sc2c1CCCC2,0
Cc1cccc(C)c1NC1=NCCCS1,0
CCN(C(=O)CCc1nc(-c2ccccc2F)no1)c1cc(OC)ccc1OC,1
Cc1cc(NC(=O)CSc2nnc(C)c(O)n2)no1,0
CNc1nc(Cl)nc(NC(C)(C)C)n1,1
O=C(O)c1cccc(N2C(=O)c3cccnc3C2=O)c1,0
COc1ccccc1NC(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,0
CC(CC(=O)N1CCc2ccccc21)c1ccccc1,1
O=C(CN1C(=O)c2ccccc2C1=O)Nc1sc2c(c1C(=O)NCC1CCCO1)CCC2,0
Cc1ccc(Cc2cnc(NC(=O)c3cccs3)s2)cc1,1
CC(C)Cn1c(-c2ccccc2)nc(=S)c2c1CCCC2,0
CC(=O)Nc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1,0
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0
Nc1ncnc2c1ncn2C1OC(C(=O)O)C(O)C1O,0
CCc1nc(N2CCN(C(=O)c3ccco3)CC2)c2oc3ccccc3c2n1,1
CC(C)C1CC(O)(C2(O)CCCCC2)ON1,0
c1ccc2c(N3CCNCC3)nc(-c3ccoc3)nc2c1,0
c1ccc(-c2cc(-c3cc(-c4ccccn4)[nH]n3)n[nH]2)nc1,0
COc1cccc(Nc2nnc(SCC(=O)N3CCOCC3)s2)c1,0
O=C(Cn1c(=O)sc2ccccc21)Nc1ccccc1C(=O)O,0
Cc1nc(SCC(=O)NCc2ccc(F)cc2)c2c(=O)n(C)c(=O)n(C)c2n1,0
Cc1cc(OCC(=O)O)c2cccc(C)c2n1,0
COc1ccccc1CN1CC(C(=O)NCC2CCCO2)CC1=O,0
COC(=O)c1ccc(C2C(C(C)=O)=C(O)C(=O)N2CCO)cc1,0
COc1ccc(Cn2c(CCC(=O)O)nc3cccnc32)cc1,0
COc1ccc(-c2c(C)oc3ccc(C)cc23)cc1,0
CN(C)C(=O)N=NC(=O)N(C)C,0
Cc1cccc(NC(=O)Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)c1C,0
Clc1cccc2c1CN(C1=NCCN1)C2,0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0
Cc1ccc(N=CC(C(=O)C(F)(F)F)=C(O)c2cccs2)cc1,1
CCOc1ccc(NC(=O)N2CCN(CC)CC2)cc1,0
N#CC(=C1CCCCCN1)c1nnc2n1CCCCC2,0
CCOc1ccc(N(CC(=O)NCc2ccco2)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1,1
COc1cc(CC(=O)Nc2sccc2C(N)=O)cc(OC)c1OC,0
CCOC(=O)c1c(C)[nH]c(C(=O)Cn2c(=O)oc3ccccc32)c1C,0
CC(C(=O)N1CCC2(CC1)OCCO2)C1Sc2ccccc2NC1=O,1
Cc1ccc(NC(C#N)c2ccccc2OCc2ccccc2)cc1,1
COC(=O)c1cc(OC)c(OC)cc1NC(=S)N1CCN(Cc2ccccc2)CC1,1
O=C(O)CCCSCC(=O)Nc1ccccc1,0
CSCCC(NC=C1C(=O)NC(=O)N(c2ccc(Br)cc2)C1=O)C(=O)OC(C)(C)C,0
CCC1(C)Cc2c(sc(NC(=O)CCC(=O)O)c2C#N)CO1,0
CC1CCCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2CCSc2nc3ccccc3o2)C1,0
COC(=O)c1nc(NC(=O)c2ccccc2)n[nH]1,0
Cc1cc(NC(=S)NC(=O)CC(C)C)ccc1Br,1
CCN(c1cccc(C)c1)c1[nH]cnc2ncnc1-2,0
COc1cccc(Nc2ncc3ncc(=O)n(CCc4ccccc4)c3n2)c1,0
O=C(NCc1cccnc1)c1ccc(COc2ccc3c(c2)CCC3)o1,1
Cc1csc(SCC(=O)c2cc(C)n(Cc3cccs3)c2C)n1,1
CCC(=O)Nc1ccc(NC(=O)c2ccco2)c(OC)c1,0
COc1ccccc1-c1ccc(=O)n(CC(=O)NC(C)(C)C)n1,0
O=C(Cn1cnc2c(nnn2Cc2ccccc2)c1=O)NCC1CCCO1,0
CCOC(=O)c1ccc2c(c1)nc(C1CCN(S(=O)(=O)c3cccs3)CC1)n2CC,1
COC(=O)c1ccc2c(=O)n(CC3CCCO3)c(=S)[nH]c2c1,0
Cc1ccc(NC(=O)N2CCC(c3nc(O)c4nnn(Cc5c(F)cccc5Cl)c4n3)CC2)cc1,1
COc1cc(SC)ccc1C(=O)NCc1ccc(C)cc1,1
CC1=Nc2cccc3cccc(c23)N1,0
O=C1N(Cc2ccc3c(c2)OCO3)c2ccccc2C1(O)c1c[nH]c2ccccc12,1
O=C(c1cccc(C(=O)N2CCN(Cc3ccccc3)CC2)c1)N1CCN(Cc2ccccc2)CC1,1
CCCn1c(C(O)c2ccc3c(c2)OCO3)nc2ccccc21,1
CC1C(=O)CC(c2ccccc2)N(C)C1c1ccccc1,1
CCOC(=O)NN=C1CC(O)C(O)C2C1CCC1C(=O)N(c3ccc(F)cc3F)C(=O)C12,0
CCn1c(=N)c(S(=O)(=O)c2ccc(F)cc2)cc2c(=O)n3ccccc3nc21,1
CC(C)COc1ccc(C(=O)Nc2scc(-c3ccc(Cl)cc3Cl)c2C(N)=O)cc1,1
CC(C)(C)c1ccc(OP(C)(=O)O)cc1,0
COC(=O)N(C)c1ccccc1C(=O)N1CCOCC1,0
Cc1ccc2c(nc3sc(=Cc4cccs4)c(=O)n32)c1C,0
CCNS(=O)(=O)c1ccc(OCCNS(C)(=O)=O)cc1,0
Cc1c(CCO)c(=O)n(-c2ccccc2)n1S(=O)(=O)c1c(Cl)cc(Cl)cc1Cl,1
CN1C2=C(C#N)C(c3ccccc3)(C(F)(F)F)NC(=O)N2c2ccccc21,0
C(#Cc1ccccc1)CN1CCN(c2ccccn2)CC1,1
CC(=O)c1ccc(OCC(O)CN2CCN(CCO)CC2)cc1,0
CCOc1c(Br)ccc2c1sc1ncnc(O)c12,1
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0
N#Cc1ccc(-c2csc(NNC(=O)c3ccccc3)n2)cc1,0
COc1ccc(CC(=O)c2ccccc2C(=O)O)cc1,0
COc1ccccc1NC(=O)CC1COc2ccccc2O1,1
Cc1ccc(-n2nc(C(=O)O)c3ccccc3c2=O)cc1C,0
Cc1csc(NC(=O)CNS(=O)(=O)c2cccs2)n1,1
Cc1nc2ccc(S(=O)(=O)NCC(=O)O)cc2s1,0
Cc1ccccc1Sc1ncnc2onc(C)c12,1
CCOC(=O)CS(=O)(=O)c1ccc2ccccc2c1,1
CCCNS(=O)(=O)c1ccc(CCC(=O)NCc2ccco2)cc1,0
c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,1
COc1ccccc1OCC(=O)Nc1cccc(C(=O)N2CCOCC2)c1,0
NC(=O)c1cc(-c2ccccc2)nc(N2CCCCCC2)n1,0
COc1ccc(S(=O)(=O)N2CCN(CC(=O)Nc3cc(OC)cc(OC)c3)CC2)cc1,1
O=C(CCN1C(=O)COc2ccccc21)NCCCN1CCN(c2ccc(F)cc2)CC1,0
COc1ccc(CCNC(=O)C23CN(Cc4ccccc4)CC2C(c2ccc([N+](=O)[O-])cc2)=NO3)cc1,1
O=C(NC1CCS(=O)(=O)C1)Oc1ccccc1,0
CCCCN(CCCC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(CSC)o2)cc1,0
COc1cccc(-c2nc(NCc3cccs3)c3ccccc3n2)c1,1
O=C(c1ccco1)N1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,1
Cc1nc(-n2cc(F)c(=O)[nH]c2=O)c2nc(C)oc2n1,0
Cc1cccc(OC(C)C(=O)N(Cc2cccs2)C2CCS(=O)(=O)C2)c1C,1
Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc2c(c1)OCO2,1
COC(=O)C1=C(C)N(Cc2ccccc2)C23OC(C(=O)OC)(C(=O)N2C1c1ccccc1)C1CCOC(=O)C13,0
Cc1ccc(C(C)NC(=O)c2cc(C)oc2C)cc1,1
CCCc1cc(=O)oc2cc(OCc3nn[nH]n3)ccc12,1
CC(=O)CC(O)C(NC(=O)OC(C)(C)C)C(C)C,0
CCCCc1c(O)nc(SCC(=O)c2ccccc2)nc1O,0
O=C(NCc1cccc(C(F)(F)F)c1)c1cc(Cl)cc(Cl)c1,1
COc1ccc(OC)c(C(c2nnnn2C2CCCC2)N2CCc3ccccc3C2)c1,1
c1cnc2c(OCc3nc4ccccc4[nH]3)cccc2c1,1
C=CCn1c(SCc2ccc3c(c2)OCO3)nc2scc(-c3ccco3)c2c1=O,1
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0
Cc1ccc(N(C(C)C(=O)O)S(=O)(=O)c2c(C)nc(O)nc2O)cc1,0
COc1ccc(C(=O)C2=C(O)C(=O)N(CCCN(C)C)C2c2ccc(C)o2)cc1Cl,0
Cc1ccccc1C(=O)NC(=S)Nc1ccc(S(=O)(=O)N(C)c2ccccc2)cc1,1
COc1ccc2nc(Sc3c([N+](=O)[O-])nc(C)n3Cc3ccccc3)[nH]c2c1,1
Cc1ccc(C)c(Cn2c(=O)n(CCC(=O)NCc3ccco3)c(=O)c3sccc32)c1,0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,0
O=C(O)C(=Cc1ccncc1)c1cccc2ccccc12,1
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,0
O=C(Nc1ccccc1)N1CCC2(CCCN(C(=O)c3cccc(F)c3)C2)C1,0
CCOC(=O)CSc1n[nH]c(NC(=O)c2ccccc2)n1,1
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,0
CCOC(=O)c1cc2sccc2n1CC(=O)Nc1ccc(OC)c(OC)c1,1
O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1,0
CNC(=S)N1N=C(c2ccc(C)cc2)CC1c1ccc(OC)cc1,1
COCCNC(=S)NC1CC2CCCC(C1)N2Cc1cccs1,0
O=C(CCn1c(=O)c2ccccc2n(Cc2cccnc2)c1=O)NCc1ccc2c(c1)OCO2,1
CCC(=O)Nc1ccc(-c2nnc(-c3ccccc3)o2)cc1,0
COc1ccc2nc(NC(=O)C3CCN(S(=O)(=O)c4cccc5nsnc45)CC3)sc2c1,1
Cc1ccc2cc(CCNC(=O)c3ccc(Br)o3)c(=O)[nH]c2c1,1
Cc1nc(SCC(=O)NCCc2ccc(Cl)cc2)nc(C)c1C,1
Cc1ccc(-n2c(SCC(=O)Nc3ccc4c(c3)OCO4)nnc2-c2ccccn2)cc1,0
COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c2=O)cc1,0
CCc1nnc(NC(=O)C(C)C)s1,0
CN(C)CC(O)COc1cccc(OCC(O)CN(C)C)c1,0
CC(C(=O)Nc1ccc(C(=O)O)cc1)N1C(=O)c2ccccc2C1=O,0
CS(=O)(=O)N1CCN(c2ccc(NC(=O)CSc3ccc(Cl)cc3)cc2)CC1,0
CC(C(=O)O)C1CC1(C)C(NC(=O)OCc1ccccc1)c1ccccc1,1
COc1ccc(-c2nc(CC(=O)O)cs2)cc1,0
Fc1ccc(C(c2nnnn2Cc2cccs2)N2CCN(C3CCCCC3)CC2)cc1,1
CC(C)(C)c1csc(NC(=O)Cn2cnc3ccccc3c2=O)n1,0
COC(=O)C(NNc1ccccc1C)(NC(=O)c1ccc(F)cc1)C(F)(F)F,1
CCOc1ccccc1NC(=O)C1CCCN(S(=O)(=O)c2ccc(OC)c(C)c2)C1,1
CC(CC(=O)O)CC(=O)Nc1ccccc1C(=O)O,0
COC(=O)c1[nH]c2cccc(OC)c2c1NC(=O)CN(C)CC1OCCO1,0
N#CCCn1c2ccccc2c2nc3ccccc3nc21,0
CCOC(=O)c1[nH]c(C)c(C(=O)NCC2CCCO2)c1C,0
COC(=O)c1cc(NS(=O)(=O)c2ccc(N3CCCCCC3)c([N+](=O)[O-])c2)cc(C(=O)OC)c1,1
CCOc1cc(C=C2NC(=O)N(CC(=O)Nc3cccc(C)c3)C2=O)ccc1OC,0
O=C(COc1ccccc1)N(Cc1ccccc1)c1nc(-c2ccccc2)cs1,0
Cc1csc(SCCN2C(=O)c3ccccc3C2=O)n1,1
C=CCNC(=S)Nc1ccc2nc(C)c(C)nc2c1,0
Cc1ccc2c(c1)cc(CN(Cc1cccnc1)C(=O)NCc1ccccc1)c1nnnn12,1
Cc1ccc(OCCCC(=O)N2CCOCC2)cc1,1
CC1CCCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2Cl)C1,0
C=CCN1C(=O)NC(=O)C(=C(CC)NCCCO)C1=O,0
CCOC(=O)C(=O)Nc1ccc2c(c1)OCO2,0
CCCc1nn(-c2nc3ccccc3s2)c(O)c1C=NCCN1CCOCC1,0
CCc1ccccc1NC1c2ccccc2C(=O)N1Cc1ccco1,0
O=S(=O)(Nc1cccnc1Cl)c1ccc2c(c1)OCCO2,1
CN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1,0
CC1CCN(C(=O)CN(C)S(=O)(=O)c2cccc3nsnc23)CC1,1
CN1C(=O)N(C)C2(c3ccccc3)NC(=O)NC12c1ccccc1,0
O=C(N1CCOCC1)C(F)(F)C(=O)N1CCOCC1,0
CCOC(=O)C(C(C)=O)=C1OC(=O)c2ccccc21,0
COCC(=O)N1CCCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,0
CCOC(=O)C1(CC)NC(c2ccco2)C2C(=O)N(c3ccc(C)cc3)C(=O)C21,0
Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)O,0
COc1ccc(OCC(=O)Nc2ccc3c(c2)nc(CN2CCCC2)n3C)cc1,0
O=C1C2ON(c3ccccc3)C(c3cccnc3)C2C(=O)N1Cc1ccccc1,1
Cc1cc(F)c(F)c(C(=O)NC2CC2)c1Cl,0
O=C(Nc1ccc(OC(F)(F)F)cc1)C1CCCN(S(=O)(=O)c2cccnc2)C1,1
Nc1ccc(N2CCN(Cc3ccccc3Cl)CC2)c(Cl)c1,1
COc1ccc(-n2nc3c(c2NC(=O)C24CC5CC(CC(C5)C2)C4)CS(=O)C3)cc1,0
COC(=O)COc1ccc(S(=O)(=O)NCCC2=CCCCC2)cc1Cl,1
CCOC(=O)c1cccc(NC(=O)CN(c2ccc(OC)cc2)S(=O)(=O)c2c(C)noc2C)c1,1
O=C(NCC1CCCO1)C1c2ccccc2C(=O)N1Cc1ccc2c(c1)OCO2,0
COc1ccc(C(=O)NCC(=O)OCC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0
Cc1cc(C)n(C(C[N+](=O)[O-])c2ccc(Cl)cc2)n1,1
Cn1ccnc1C(O)c1ccco1,0
COCCNCc1ccccc1,0
O=c1oc2ccccc2n1CCn1c2ccccc2c2nc3ccccc3nc21,1
Cc1ccc(-n2cnn(C)c2=S)cc1,0
COc1cc(-c2nc(-c3ccncc3)no2)cc(OC)c1OC,1
Cc1cc(C)nc(N2C(=O)CC(C(=O)O)N=C2NCCc2c[nH]c3ccccc23)n1,0
O=C(NC1CCCCC1)C1CCN(C(=O)NCc2ccccc2)CC1,0
O=C(Nc1cc(F)ccc1F)C1CCCO1,0
COc1cc(NC(=O)CC2NCCNC2=O)cc(OC)c1,0
O=C1NC(=O)N(Cc2ccc(F)cc2)C(=O)C1=CNCCCN1CCOCC1,0
O=c1c(-c2ccc(Cl)cc2)nc2cnc(N3CCNCC3)nc2n1-c1ccccc1,0
CCCCN(N=Nc1nonc1OC)c1nonc1OC,1
Cc1nn(-c2ccccc2)c(Cl)c1C(=O)NCC(=O)O,0
COCCNC(=O)Cn1c(=O)n(C)c2ccccc21,0
COc1ccc(OCCSc2ncn[nH]2)cc1,1
O=C(O)C1CCN(Cc2oc(CO)cc(=O)c2O)C1,0
Cc1noc(C(=O)Nc2ccccc2C(F)(F)F)c1Cl,0
O=C(O)CCCNc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1C(=O)O,0
CCCCCCCCCCCCCCCC(=O)C(F)(F)F,0
COc1ccc(-c2cc(C(F)(F)F)nc(NC3CCCC3)n2)cc1OC,1
O=C(Nc1ccccc1Cl)c1cccc(NC(=O)C2C3CC4OC(=O)C2C4C3)c1,0
COc1ccccc1OCCCCN1CCN(c2ccccc2OC)CC1,0
CCn1cc(C(=O)N(CCCN2CCOCC2)Cc2ccco2)c(=O)c2ccc(C)nc21,0
COCCN1CN=C(Nc2nc3ccccc3o2)NC1,0
CCOc1ccc(N2CCCCn3c2nc2c3c(=O)[nH]c(=O)n2C)cc1,0
Cn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nnc1-c1cc2ccccc2cc1O,1
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,0
CCn1cc(C(=O)NCC2CCCO2)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0
C=CCOC(O)=C1C(C)=NC(SC)=C(C#N)C1c1ccc(OCC)cc1,1
CC(=O)c1c(C)nc2ccccc2c1O,0
O=C(NCc1cccnc1)C1CCN(S(=O)(=O)N2CCC3(CC2)OCCO3)CC1,0
Cc1oc(C(=O)O)cc1CSCc1ccoc1C(=O)O,0
CCOc1ccc2[nH]c(C(C)O)nc2c1,0
O=C1C(=Cc2nc3ccccc3[nH]2)SC(=S)N1c1ccc(F)cc1,0
O=C1N(O)C2(C=CCCC2)C(=NO)C12CCCCC2,0
Cc1ccc(NCc2nnc(SCC(=O)c3ccccc3)o2)c(C)c1,0
CN1CC(=O)N(CC(=O)Nc2ccc(N(C)C)cc2)c2ccccc2C1=O,0
O=C(c1cccc(C(=O)N2CCN(c3ncccn3)CC2)c1)N1CCN(c2ncccn2)CC1,0
COc1ccc(C=Cc2ccncc2)c2ccccc12,1
C[N+](C)(C)c1ccc(C(N)C(=O)O)cc1,0
Cc1cc(Nc2ccc(F)cc2C)n2nc(C)nc2n1,0
CC(Cc1ccccc1)[N+]1=NOC(=NC(=O)N(C)C)C1,0
COc1cc(OC)c(NC(=S)Nc2cccc(C(C)=O)c2)cc1Cl,1
NS(=O)(=O)c1ccc(CNC(=O)C=Cc2ccccc2)cc1,0
CCOC(=O)N1CCN(C(=O)CSc2nnc(-c3cccs3)o2)CC1,0
CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCOCC3)CC2)cc1,0
CSCSC1=C(C#N)C(c2ccc(Cl)cc2)C(C(C)=O)=C(C)N1,1
COCCNc1nc2c(c(=O)n(Cc3ccc(OC)cc3)c(=O)n2C)n1C,0
CC(C)N1CC(C(=O)O)CC1=O,0
CCN(CC)C(=O)c1nnc(O)c2ccccc12,0
CCCN1CCCc2cc(CN)ccc21,1
CN(CCNC(=O)CCNC(=O)Cn1ccc2ccccc2c1=O)Cc1ccccc1,0
C=Cn1ccnc1P(=S)(c1ccn(C)c1)c1nccn1C=C,0
Cc1ccc(-c2cnn(-c3cccc(C(F)(F)F)c3)c2N)cc1,1
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,0
COC(=O)c1ccccc1NC(=O)CSc1nnc(Cc2ccc(Cl)cc2)o1,1
CC(C(=O)Nc1ccc2ccccc2c1)C1CC1(C)C(NC(=O)c1ccncc1Cl)c1ccccc1,0
CCOC(=O)c1nn(-c2ccc(C)c(C)c2)c(=O)c2c(N)scc12,0
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,0
